00000219___CCR Build + Remodel Inc.__reviews__reviews_data__review_text,"We had a renovation of our kitchen, ensuite, and deck in 2022. It was a pleasure to work with the CCR team and contractors and subcontractors. We absolutely love our renovations and are grateful for Peder’s vision to enlarge our kitchen window and walk us through what our ensuite could entail!  Wow. What a difference!!  Special thanks to Ryan, Scott, Guerin, Erin, and Stewart, and especially to our interior designer, Jen!!  We couldn’t have got through this without all of you!!!  Your professionalism, dedication and attention to detail was above and beyond. We wholeheartedly recommend CCR to others who are contemplating a renovation.

Lynne & Terry Hamilton"
00000220___CCR Build + Remodel Inc.__reviews__reviews_data__owner_answer,"Thank you so much, Lynne and Terry!  It was so great working together with you to transform each of these amazing spaces into reality.  It was especially nice to see you at the end and get to appreciate the details and the final results.  Very happy that you are thrilled with the outcome!  😊

Cheers,

CCR Build + Remodel "
00000221___CCR Build + Remodel Inc.__reviews__reviews_data__owner_answer_timestamp_datetime_utc,06/03/2023 13:03:51
00000222___CCR Build + Remodel Inc.__reviews__reviews_data__review_link,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4MU9TTXR3RRAB!2m1!1s0x0:0x8ecc60cec2e91950!3m1!1s2@1:CIHM0ogKEICAgIDx1OSMtwE%7CCgwIufLnowYQsKSViQI%7C?hl=en-US
00000223___CCR Build + Remodel Inc.__reviews__reviews_data__review_datetime_utc,06/02/2023 14:14:17
00000224___CCR Build + Remodel Inc.__reviews__cid,10289705689784326480
00000225___CCR Build + Remodel Inc.__reviews__reviews_link,https://search.google.com/local/reviews?placeid=ChIJ-0bany_lLogRUBnpws5gzI4&authuser=0&hl=en&gl=US
00000226___CCR Build + Remodel Inc.__reviews__reviews_id,-8157038383925225136
00000227___CCR Build + Remodel Inc.__reviews__photo,https://lh5.googleusercontent.com/p/AF1QipMOdhZbOcUKSQfC8g4d3IEgQGK9D4WVP1CdtVKu=w800-h500-k-no
00000228___CCR Build + Remodel Inc.__reviews__street_view,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ep0KWP9dklqKaMikGxVdZw&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=339.56628&pitch=0&thumbfov=100
00000229___CCR Build + Remodel Inc.__reviews__working_hours_old_format,Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed
00000230___CCR Build + Remodel Inc.__reviews__working_hours__Monday,8AM-5PM
00000231___CCR Build + Remodel Inc.__reviews__working_hours__Tuesday,8AM-5PM
00000232___CCR Build + Remodel Inc.__reviews__working_hours__Wednesday,8AM-5PM
00000233___CCR Build + Remodel Inc.__reviews__working_hours__Thursday,8AM-5PM
00000234___CCR Build + Remodel Inc.__reviews__working_hours__Friday,8AM-5PM
00000235___CCR Build + Remodel Inc.__reviews__working_hours__Saturday,Closed
00000236___CCR Build + Remodel Inc.__reviews__working_hours__Sunday,Closed
00000237___CCR Build + Remodel Inc.__reviews__business_status,OPERATIONAL
00000238___CCR Build + Remodel Inc.__reviews__owner_id,103209877065711952477
00000239___CCR Build + Remodel Inc.__reviews__owner_title,CCR Build + Remodel
00000240___CCR Build + Remodel Inc.__reviews__owner_link,https://www.google.com/maps/contrib/103209877065711952477
00000241___CCR Build + Remodel Inc.__reviews__location_link,"https://www.google.com/maps/place/CCR+Build+%2B+Remodel/@43.0139067,-81.3748367,14z/data=!4m8!1m2!2m1!1sCCR+Build+%2B+Remodel!3m4!1s0x882ee52f9fda46fb:0x8ecc60cec2e91950!8m2!3d43.0139067!4d-81.3748367"
00000242___Digreen Homes Inc.__place_id,ChIJ2yfX4tjU1IkRbct8G2DI2nA
00000243___Digreen Homes Inc.__reviews__query,ChIJ2yfX4tjU1IkRbct8G2DI2nA
00000244___Digreen Homes Inc.__reviews__name,Digreen Homes
00000245___Digreen Homes Inc.__reviews__place_id,ChIJ2yfX4tjU1IkRbct8G2DI2nA
00000246___Digreen Homes Inc.__reviews__google_id,0x89d4d4d8e2d727db:0x70dac8601b7ccb6d
00000247___Digreen Homes Inc.__reviews__full_address,"327 Renfrew Dr #201, Markham, ON L3R 9S8, Canada"
00000248___Digreen Homes Inc.__reviews__street,327 Renfrew Dr #201
00000249___Digreen Homes Inc.__reviews__postal_code,L3R 9S8
00000250___Digreen Homes Inc.__reviews__country_code,CA
00000251___Digreen Homes Inc.__reviews__country,Canada
00000252___Digreen Homes Inc.__reviews__city,Markham
00000253___Digreen Homes Inc.__reviews__state,Ontario
00000254___Digreen Homes Inc.__reviews__plus_code,87M2VJ7M+7V
00000255___Digreen Homes Inc.__reviews__time_zone,America/Toronto
00000256___Digreen Homes Inc.__reviews__site,http://www.digreen.ca/
00000257___Digreen Homes Inc.__reviews__phone,+1 905-513-7999
00000258___Digreen Homes Inc.__reviews__type,Home builder
00000259___Digreen Homes Inc.__reviews__logo,https://lh5.googleusercontent.com/-RGppOTunzbg/AAAAAAAAAAI/AAAAAAAAAAA/XbGvnqMRdbo/s44-p-k-no-ns-nd/photo.jpg
00000260___Digreen Homes Inc.__reviews__description,"DiGreen Homes is a 3rd generation builder, with an active roster of homes and communities all over Southern Ontario: Markham, Richmond Hill, Vaughan, Oakville, Brampton and Caledon."
00000261___Digreen Homes Inc.__reviews__category,Home builder
00000262___Digreen Homes Inc.__reviews__subtypes,Home builder
00000263___Digreen Homes Inc.__reviews__reviews_tags,money
00000264___Digreen Homes Inc.__reviews__reviews_tags,prices
00000265___Digreen Homes Inc.__reviews__reviews_tags,communication
00000266___Digreen Homes Inc.__reviews__reviews_tags,project
00000267___Digreen Homes Inc.__reviews__reviews_tags,emails
00000268___Digreen Homes Inc.__reviews__reviews_tags,book
00000269___Digreen Homes Inc.__reviews__reviews_tags,quality
00000270___Digreen Homes Inc.__reviews__reviews_data__review_id,ChZDSUhNMG9nS0VJQ0FnSUNac3BycFpBEAE
00000271___Digreen Homes Inc.__reviews__reviews_data__review_pagination_id,CAESBkVnSUlBUQ==
00000272___Digreen Homes Inc.__reviews__reviews_data__author_link,https://www.google.com/maps/contrib/112332447661568306541?hl=en-US
00000273___Digreen Homes Inc.__reviews__reviews_data__author_title,S S
00000274___Digreen Homes Inc.__reviews__reviews_data__author_id,112332447661568306541
00000275___Digreen Homes Inc.__reviews__reviews_data__author_image,https://lh3.googleusercontent.com/a/ACg8ocJEBBJRjAseeeR7LNWikbOqyJ00Wfp4nPvLp1WWJWGy=s120-c-rp-mo-br100
00000276___Digreen Homes Inc.__reviews__reviews_data__review_text,"We started off on a bad note with all the delays and miscommunication from the builder itself.  Sad the builder does not care or not even acknowledging emails.

As soon as Dawn and Warren came on board I can give them 5star as the communication has been so clear and no run arounds. Dawn and Warren really helped close loops and returned phone calls. They both have amazing customer service skills. Thank you!"
00000277___Digreen Homes Inc.__reviews__reviews_data__review_link,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNac3BycFpBEAE!2m1!1s0x0:0x70dac8601b7ccb6d!3m1!1s2@1:CIHM0ogKEICAgICZsprpZA%7CCgwI5s3DqwYQ0JWklAM%7C?hl=en-US
00000278___Digreen Homes Inc.__reviews__reviews_data__review_datetime_utc,12/06/2023 21:25:58
00000279___Digreen Homes Inc.__reviews__reviews_data__review_id,ChdDSUhNMG9nS0VJQ0FnSUNGX3BHRzNRRRAB
00000280___Digreen Homes Inc.__reviews__reviews_data__review_pagination_id,CAESBkVnSUlBZw==
00000281___Digreen Homes Inc.__reviews__reviews_data__author_link,https://www.google.com/maps/contrib/116544389077631980424?hl=en-US
00000282___Digreen Homes Inc.__reviews__reviews_data__author_title,Harjeet bajwa
00000283___Digreen Homes Inc.__reviews__reviews_data__author_id,116544389077631980424
00000284___Digreen Homes Inc.__reviews__reviews_data__author_image,https://lh3.googleusercontent.com/a/ACg8ocLAILyID5FEDrqo32bTGmiH6Br3dpsKT_0VAT5Ht17d=s120-c-rp-mo-br100
00000285___Digreen Homes Inc.__reviews__reviews_data__review_text,Worst builder ever to deal with.. we were supposed to get our house in August 2023 which we booked in 2021 on countryside and Torbram Brampton location but construction did not even start..they said they have dispute with city.. city said they were not even allowed to sell the lots before approval from city.. total fraud.. here we are stuck can’t even buy another house because they are not refunding our money.. stay away from this builder.they change their name for every new site.. total scam.. taking advantage of loopholes in the system..
00000286___Digreen Homes Inc.__reviews__reviews_data__review_link,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNGX3BHRzNRRRAB!2m1!1s0x0:0x70dac8601b7ccb6d!3m1!1s2@1:CIHM0ogKEICAgICF_pGG3QE%7CCgwI6t7zqQYQwP_eiwI%7C?hl=en-US
00000287___Digreen Homes Inc.__reviews__reviews_data__review_datetime_utc,10/28/2023 11:24:26
00000288___Digreen Homes Inc.__reviews__reviews_data__review_id,ChdDSUhNMG9nS0VJQ0FnSURCcE1hUDRRRRAB
00000289___Digreen Homes Inc.__reviews__reviews_data__review_pagination_id,CAESBkVnSUlBdw==
00000290___Digreen Homes Inc.__reviews__reviews_data__author_link,https://www.google.com/maps/contrib/118076910176745837424?hl=en-US
00000291___Digreen Homes Inc.__reviews__reviews_data__author_title,Abhishek Tiwari
00000292___Digreen Homes Inc.__reviews__reviews_data__author_id,118076910176745837424
00000293___Digreen Homes Inc.__reviews__reviews_data__author_image,https://lh3.googleusercontent.com/a/ACg8ocKlzDomLjPIHOnCXH-8eJK2BgLXRcfsZnPf5ExmDi4_=s120-c-rp-mo-br100
00000294___Digreen Homes Inc.__reviews__reviews_data__review_text,"Don't give your hard earn money to this builder, will take advantage of buyer's trust & walk away due broken system of Ontario, See the pictures of home delivered by builder, with nails on floor, no countertop, no mirror, no outlet for microwave, no garage door, unfinished stairs, no gravel etc etc - builder delivered home unfinished & not safe for kids, after one month of closing they don't reply email or want to finish the work they left."
00000295___Digreen Homes Inc.__reviews__reviews_data__review_img_url,https://lh5.googleusercontent.com/p/AF1QipPLhC0YWbIPaL2M6HbXJR8jT4BKs9-aa_DmY6LB
00000296___Digreen Homes Inc.__reviews__reviews_data__review_img_urls,https://lh5.googleusercontent.com/p/AF1QipPLhC0YWbIPaL2M6HbXJR8jT4BKs9-aa_DmY6LB
00000297___Digreen Homes Inc.__reviews__reviews_data__review_img_urls,https://lh5.googleusercontent.com/p/AF1QipNz6MrIaM8z5n7dbQrSQ14bAuRKuxYqehEDPbDd
00000298___Digreen Homes Inc.__reviews__reviews_data__review_img_urls,https://lh5.googleusercontent.com/p/AF1QipNco1MN7-lAUz-_ltKtoGiiSy9bdSSENdk5taLL
00000299___Digreen Homes Inc.__reviews__reviews_data__review_img_urls,https://lh5.googleusercontent.com/p/AF1QipO7Umeazk4yhX47SbxArwzY8mS7Ybvj3OIkDsrP
00000300___Digreen Homes Inc.__reviews__reviews_data__review_img_urls,https://lh5.googleusercontent.com/p/AF1QipP7STYDgsEPShvjyr-duWG9EKXh4rlrkmZ1BOKo
00000301___Digreen Homes Inc.__reviews__reviews_data__review_photo_ids,AF1QipPLhC0YWbIPaL2M6HbXJR8jT4BKs9-aa_DmY6LB
00000302___Digreen Homes Inc.__reviews__reviews_data__review_photo_ids,AF1QipNz6MrIaM8z5n7dbQrSQ14bAuRKuxYqehEDPbDd
00000303___Digreen Homes Inc.__reviews__reviews_data__review_photo_ids,AF1QipNco1MN7-lAUz-_ltKtoGiiSy9bdSSENdk5taLL
00000304___Digreen Homes Inc.__reviews__reviews_data__review_photo_ids,AF1QipO7Umeazk4yhX47SbxArwzY8mS7Ybvj3OIkDsrP
00000305___Digreen Homes Inc.__reviews__reviews_data__review_photo_ids,AF1QipP7STYDgsEPShvjyr-duWG9EKXh4rlrkmZ1BOKo
00000306___Digreen Homes Inc.__reviews__reviews_data__review_link,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCcE1hUDRRRRAB!2m1!1s0x0:0x70dac8601b7ccb6d!3m1!1s2@1:CIHM0ogKEICAgIDBpMaP4QE%7CCgwI-IL9nQYQoN7O2QE%7C?hl=en-US
00000307___Digreen Homes Inc.__reviews__reviews_data__review_datetime_utc,01/11/2023 23:08:40
00000308___Digreen Homes Inc.__reviews__cid,8132032392274430829
00000309___Digreen Homes Inc.__reviews__reviews_link,https://search.google.com/local/reviews?placeid=ChIJ2yfX4tjU1IkRbct8G2DI2nA&authuser=0&hl=en&gl=US
00000310___Digreen Homes Inc.__reviews__reviews_id,8132032392274430829
00000311___Digreen Homes Inc.__reviews__photo,https://lh5.googleusercontent.com/p/AF1QipNjDUwXhvDtgGXDJ_t8YfPI22vl77A4L2uHF61D=w800-h500-k-no
00000312___Digreen Homes Inc.__reviews__street_view,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P_2Wm6G8pE1U7Owo-cSsoA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=79.05955&pitch=0&thumbfov=100
00000313___Digreen Homes Inc.__reviews__working_hours_old_format,Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-5PM|Saturday:Closed|Sunday:Closed
00000314___Digreen Homes Inc.__reviews__working_hours__Monday,9AM-5PM
00000315___Digreen Homes Inc.__reviews__working_hours__Tuesday,9AM-5PM
00000316___Digreen Homes Inc.__reviews__working_hours__Wednesday,9AM-5PM
00000317___Digreen Homes Inc.__reviews__working_hours__Thursday,9AM-5PM
00000318___Digreen Homes Inc.__reviews__working_hours__Friday,9AM-5PM
00000319___Digreen Homes Inc.__reviews__working_hours__Saturday,Closed
00000320___Digreen Homes Inc.__reviews__working_hours__Sunday,Closed
00000321___Digreen Homes Inc.__reviews__business_status,OPERATIONAL
00000322___Digreen Homes Inc.__reviews__owner_id,108348516174964020668
00000323___Digreen Homes Inc.__reviews__owner_title,Digreen Homes
00000324___Digreen Homes Inc.__reviews__owner_link,https://www.google.com/maps/contrib/108348516174964020668
00000325___Digreen Homes Inc.__reviews__location_link,"https://www.google.com/maps/place/Digreen+Homes/@43.8632278,-79.365364,14z/data=!4m8!1m2!2m1!1sDigreen+Homes!3m4!1s0x89d4d4d8e2d727db:0x70dac8601b7ccb6d!8m2!3d43.8632278!4d-79.365364"
00000326___Ecocor Construction Ltd.__place_id,ChIJLeO7za44K4gRDb2YOuTLIO0
00000327___Ecocor Construction Ltd.__reviews__query,ChIJLeO7za44K4gRDb2YOuTLIO0
00000328___Ecocor Construction Ltd.__reviews__name,Ecocor Construction
00000329___Ecocor Construction Ltd.__reviews__place_id,ChIJLeO7za44K4gRDb2YOuTLIO0
00000330___Ecocor Construction Ltd.__reviews__google_id,0x882b38aecdbbe32d:0xed20cbe43a98bd0d
00000331___Ecocor Construction Ltd.__reviews__full_address,"5251 Dundas St W, Etobicoke, ON M9B 1B1, Canada"
00000332___Ecocor Construction Ltd.__reviews__borough,Etobicoke
00000333___Ecocor Construction Ltd.__reviews__street,5251 Dundas St W
00000334___Ecocor Construction Ltd.__reviews__postal_code,M9B 1B1
00000335___Ecocor Construction Ltd.__reviews__country_code,CA
00000336___Ecocor Construction Ltd.__reviews__country,Canada
00000337___Ecocor Construction Ltd.__reviews__city,Etobicoke
00000338___Ecocor Construction Ltd.__reviews__state,Ontario
00000339___Ecocor Construction Ltd.__reviews__plus_code,87M2JFQ6+7V
00000340___Ecocor Construction Ltd.__reviews__time_zone,America/Toronto
00000341___Ecocor Construction Ltd.__reviews__site,http://ecocor.ca/
00000342___Ecocor Construction Ltd.__reviews__phone,+1 416-500-5222
00000343___Ecocor Construction Ltd.__reviews__type,Custom home builder
00000344___Ecocor Construction Ltd.__reviews__logo,https://lh6.googleusercontent.com/-vPnJBLpk8ok/AAAAAAAAAAI/AAAAAAAAAAA/_S3i1VRL7Zc/s44-p-k-no-ns-nd/photo.jpg
00000345___Ecocor Construction Ltd.__reviews__description,"ECOCOR Construction is a commercial and residential construction and renovation company serving Toronto and the GTA that takes pride in using eco-friendly processes and materials. From small-scale rejuvenation projects to entire custom home design and build-outs, ECOCOR’s team of award-winning designers, contractors, and project managers are highly-trained and outfitted to manage and execute all sizes and types of renovation projects following green building principles.

Whether you need a commercial or residential project, ECOCOR is committed to providing the highest-quality construction services, and providing the best customer experience throughout the project lifespan."
00000346___Ecocor Construction Ltd.__reviews__category,Custom home builder
00000347___Ecocor Construction Ltd.__reviews__subtypes,"Custom home builder, Bathroom remodeler, Kitchen remodeler"
00000348___Ecocor Construction Ltd.__reviews__reviews_tags,renovation
00000349___Ecocor Construction Ltd.__reviews__reviews_tags,team
00000350___Ecocor Construction Ltd.__reviews__reviews_tags,company
00000351___Ecocor Construction Ltd.__reviews__reviews_tags,kitchen
00000352___Ecocor Construction Ltd.__reviews__reviews_data__review_id,ChdDSUhNMG9nS0VJQ0FnSURRejc3VmhRRRAB
00000353___Ecocor Construction Ltd.__reviews__reviews_data__review_pagination_id,CAESBkVnSUlBUQ==
00000354___Ecocor Construction Ltd.__reviews__reviews_data__author_link,https://www.google.com/maps/contrib/100912001008135266605?hl=en-US
00000355___Ecocor Construction Ltd.__reviews__reviews_data__author_title,Ali Alzamil
00000356___Ecocor Construction Ltd.__reviews__reviews_data__author_id,100912001008135266605
00000357___Ecocor Construction Ltd.__reviews__reviews_data__author_image,https://lh3.googleusercontent.com/a-/ALV-UjVYc9m9yPy7bgDjHi2KJWUYw-n6m0E34-caJCVD2ztfMQ=s120-c-rp-mo-br100
00000358___Ecocor Construction Ltd.__reviews__reviews_data__review_text,"I don’t know where to begin, but I am very happy with my new kitchen and the customer service I was provided. They always kept me up to date with what is going on in my house. Highly recommended & very professional!"
00000359___Ecocor Construction Ltd.__reviews__reviews_data__review_img_url,https://lh5.googleusercontent.com/p/AF1QipM22-xl9U0-62UsJ228fxEHEuoBIiFEk1DqDr-n
00000360___Ecocor Construction Ltd.__reviews__reviews_data__review_img_urls,https://lh5.googleusercontent.com/p/AF1QipM22-xl9U0-62UsJ228fxEHEuoBIiFEk1DqDr-n
00000361___Ecocor Construction Ltd.__reviews__reviews_data__review_img_urls,https://lh5.googleusercontent.com/p/AF1QipMfrFHOa6lHvI5FoSWKVZhCdbdzB02GYUUiTPlZ
00000362___Ecocor Construction Ltd.__reviews__reviews_data__review_photo_ids,AF1QipM22-xl9U0-62UsJ228fxEHEuoBIiFEk1DqDr-n
00000363___Ecocor Construction Ltd.__reviews__reviews_data__review_photo_ids,AF1QipMfrFHOa6lHvI5FoSWKVZhCdbdzB02GYUUiTPlZ
00000364___Ecocor Construction Ltd.__reviews__reviews_data__owner_answer,"Thank you for your business

ECOCOR CONSTRUCTION"
00000365___Ecocor Construction Ltd.__reviews__reviews_data__owner_answer_timestamp_datetime_utc,08/22/2018 20:14:36
00000366___Ecocor Construction Ltd.__reviews__reviews_data__review_link,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURRejc3VmhRRRAB!2m1!1s0x0:0xed20cbe43a98bd0d!3m1!1s2@1:CIHM0ogKEICAgIDQz77VhQE%7CCgwI0bSd1AUQgIewiAE%7C?hl=en-US
00000367___Ecocor Construction Ltd.__reviews__reviews_data__review_datetime_utc,02/16/2018 22:25:21
00000368___Ecocor Construction Ltd.__reviews__reviews_data__review_id,ChZDSUhNMG9nS0VJQ0FnSUNXNHRIcGVREAE
00000369___Ecocor Construction Ltd.__reviews__reviews_data__review_pagination_id,CAESBkVnSUlBZw==
00000370___Ecocor Construction Ltd.__reviews__reviews_data__author_link,https://www.google.com/maps/contrib/109441432724883572923?hl=en-US
00000371___Ecocor Construction Ltd.__reviews__reviews_data__author_title,sarah kagan
00000372___Ecocor Construction Ltd.__reviews__reviews_data__author_id,109441432724883572923
00000373___Ecocor Construction Ltd.__reviews__reviews_data__author_image,https://lh3.googleusercontent.com/a-/ALV-UjUc_ReKn3CS63_hbIhRIX5gqjo2Z8Uzgonhld4UTYO43g=s120-c-rp-mo-br100
00000374___Ecocor Construction Ltd.__reviews__reviews_data__review_text,"Ecocor Construction has recently completed a kitchen renovation at our home. The quality, service and professionalism is exceptional. I highly recommend this company. Rami truly loves what he does and every person on his team is fantastic and professional. Thank you!!!"
00000375___Ecocor Construction Ltd.__reviews__reviews_data__review_link,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNXNHRIcGVREAE!2m1!1s0x0:0xed20cbe43a98bd0d!3m1!1s2@1:CIHM0ogKEICAgICW4tHpeQ%7CCgwIkpDSkAYQgNbn1gM%7C?hl=en-US
00000376___Ecocor Construction Ltd.__reviews__reviews_data__review_datetime_utc,02/22/2022 06:52:02
00000377___Ecocor Construction Ltd.__reviews__reviews_data__review_id,ChdDSUhNMG9nS0VJQ0FnSURxMXYtMy13RRAB
00000378___Ecocor Construction Ltd.__reviews__reviews_data__review_pagination_id,CAESBkVnSUlBdw==
00000379___Ecocor Construction Ltd.__reviews__reviews_data__author_link,https://www.google.com/maps/contrib/117487927284130446943?hl=en-US
00000380___Ecocor Construction Ltd.__reviews__reviews_data__author_title,Kim Nguyen
00000381___Ecocor Construction Ltd.__reviews__reviews_data__author_id,117487927284130446943
00000382___Ecocor Construction Ltd.__reviews__reviews_data__author_image,https://lh3.googleusercontent.com/a/ACg8ocK5qf0a_xtNoq8su0accfjGRLLInmY8XycbEH86AwtW=s120-c-rp-mo-br100
00000383___Ecocor Construction Ltd.__reviews__reviews_data__review_text,"We are so glad we hired Rami and his team to work on our kitchen and main floor.  We are very happy and satisfied with everything and we love our new kitchen!  Ecocor did an amazing job!  Our kitchen transformation was like day and night.  Everything was done exactly how we wanted and you stayed within our budget and nothing more.  Rami, you went above and beyond to give us what we wanted and what we needed.  We are very grateful for all the wonderful things you have done for us.  We enjoyed working with you and your team.  Everyone was friendly and had a great sense of humour.  Thank you for all the hard work and the excellent quality of work!  We would definitely recommend Ecocor Construction to our friends, family and neighbours."
00000384___Ecocor Construction Ltd.__reviews__reviews_data__review_link,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURxMXYtMy13RRAB!2m1!1s0x0:0xed20cbe43a98bd0d!3m1!1s2@1:CIHM0ogKEICAgIDq1v-3-wE%7CCgwI0ZiZhwYQgKiergM%7C?hl=en-US
00000385___Ecocor Construction Ltd.__reviews__reviews_data__review_datetime_utc,07/08/2021 00:52:33
00000386___Ecocor Construction Ltd.__reviews__cid,17086881167339732237
00000387___Ecocor Construction Ltd.__reviews__reviews_link,https://search.google.com/local/reviews?placeid=ChIJLeO7za44K4gRDb2YOuTLIO0&authuser=0&hl=en&gl=US
00000388___Ecocor Construction Ltd.__reviews__reviews_id,-1359862906369819379
00000389___Ecocor Construction Ltd.__reviews__photo,https://lh5.googleusercontent.com/p/AF1QipPG98KHJodhzybMHVKx4NnfyKeyePfV_9pRSUSY=w800-h500-k-no
00000390___Ecocor Construction Ltd.__reviews__street_view,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z7Uv7MbO3Q5lWxYG6XPoRA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=162.37726&pitch=0&thumbfov=100
00000391___Ecocor Construction Ltd.__reviews__working_hours_old_format,Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:8AM-1PM|Sunday:Closed
00000392___Ecocor Construction Ltd.__reviews__working_hours__Monday,8AM-5PM
00000393___Ecocor Construction Ltd.__reviews__working_hours__Tuesday,8AM-5PM
00000394___Ecocor Construction Ltd.__reviews__working_hours__Wednesday,8AM-5PM
00000395___Ecocor Construction Ltd.__reviews__working_hours__Thursday,8AM-5PM
00000396___Ecocor Construction Ltd.__reviews__working_hours__Friday,8AM-5PM
00000397___Ecocor Construction Ltd.__reviews__working_hours__Saturday,8AM-1PM
00000398___Ecocor Construction Ltd.__reviews__working_hours__Sunday,Closed
00000399___Ecocor Construction Ltd.__reviews__business_status,OPERATIONAL
00000400___Ecocor Construction Ltd.__reviews__booking_appointment_link,http://www.ecocor.ca/contact-us-2/
00000401___Ecocor Construction Ltd.__reviews__order_links,http://www.ecocor.ca/contact-us-2/
00000402___Ecocor Construction Ltd.__reviews__owner_id,103221375397353071830
00000403___Ecocor Construction Ltd.__reviews__owner_title,Ecocor Construction
00000404___Ecocor Construction Ltd.__reviews__owner_link,https://www.google.com/maps/contrib/103221375397353071830
00000405___Ecocor Construction Ltd.__reviews__location_link,"https://www.google.com/maps/place/Ecocor+Construction/@43.638126199999995,-79.53779759999999,14z/data=!4m8!1m2!2m1!1sEcocor+Construction!3m4!1s0x882b38aecdbbe32d:0xed20cbe43a98bd0d!8m2!3d43.638126199999995!4d-79.53779759999999"
00000406___Fusion Homes__place_id,ChIJE1rXfZiEK4gReqaygRXkfKU
00000407___Fusion Homes__reviews__query,ChIJE1rXfZiEK4gReqaygRXkfKU
00000408___Fusion Homes__reviews__name,Fusion Homes
00000409___Fusion Homes__reviews__place_id,ChIJE1rXfZiEK4gReqaygRXkfKU
00000410___Fusion Homes__reviews__google_id,0x882b84987dd75a13:0xa57ce41581b2a67a
00000411___Fusion Homes__reviews__full_address,"500 Hanlon Creek Boulevard, Guelph, ON N1C 0A1, Canada"
00000412___Fusion Homes__reviews__street,500 Hanlon Creek Boulevard
00000413___Fusion Homes__reviews__postal_code,N1C 0A1
00000414___Fusion Homes__reviews__country_code,CA
00000415___Fusion Homes__reviews__country,Canada
00000416___Fusion Homes__reviews__city,Guelph
00000417___Fusion Homes__reviews__state,Ontario
00000418___Fusion Homes__reviews__plus_code,86MXFQVC+7R
00000419___Fusion Homes__reviews__time_zone,America/Toronto
00000420___Fusion Homes__reviews__site,http://www.fusionhomes.com/
00000421___Fusion Homes__reviews__phone,+1 519-826-6700
00000422___Fusion Homes__reviews__type,Corporate office
00000423___Fusion Homes__reviews__logo,https://lh4.googleusercontent.com/-vZF1a0GAclo/AAAAAAAAAAI/AAAAAAAAAAA/JU39DUpJQsg/s44-p-k-no-ns-nd/photo.jpg
00000424___Fusion Homes__reviews__category,Corporate office
00000425___Fusion Homes__reviews__subtypes,"Corporate office, Home builder"
00000426___Fusion Homes__reviews__reviews_tags,sales
00000427___Fusion Homes__reviews__reviews_tags,team
00000428___Fusion Homes__reviews__reviews_tags,condo
00000429___Fusion Homes__reviews__reviews_tags,unit
00000430___Fusion Homes__reviews__reviews_tags,construction
00000431___Fusion Homes__reviews__reviews_tags,knowledge
00000432___Fusion Homes__reviews__reviews_tags,inspection
00000433___Fusion Homes__reviews__reviews_tags,questions
00000434___Fusion Homes__reviews__reviews_tags,design
00000435___Fusion Homes__reviews__reviews_tags,warranty
00000436___Fusion Homes__reviews__reviews_data__review_id,ChdDSUhNMG9nS0VJQ0FnSUR4b0l2SDFRRRAB
00000437___Fusion Homes__reviews__reviews_data__review_pagination_id,CAESBkVnSUlBUQ==
00000438___Fusion Homes__reviews__reviews_data__author_link,/url?q=https://www.google.com/maps/contrib/102871640192356205819%3Fhl%3Den-US&opi=79508299&sa=U&ved=0ahUKEwjjsoDhrZSDAxVQVPEDHcIUDGgQ4h4INCgA&usg=AOvVaw3f8_YeR6B1FtMO5wzDyv9i
00000439___Fusion Homes__reviews__reviews_data__author_title,Scott Lepold
00000440___Fusion Homes__reviews__reviews_data__author_id,102871640192356205819
00000441___Fusion Homes__reviews__reviews_data__author_image,https://lh3.googleusercontent.com/a-/ALV-UjVgBdMDWOmJyA8pZLEHoyHchpyZkyiRSGCCPshtqioi7WE=s120-c-rp-mo-br100
